"anio" "lag1" "lag2" "lag3" "lag4" "lag5" "volumen" "direc"
2004 -0.594 0.963 0.003 0.108 0.402 1.476 "Down"
2004 0.168 -0.594 0.963 0.003 0.108 1.3345 "Down"
2004 0.334 0.168 -0.594 0.963 0.003 1.2658 "Down"
2004 0.172 0.334 0.168 -0.594 0.963 1.3982 "Up"
2004 -0.835 0.172 0.334 0.168 -0.594 1.2544 "Down"
2004 -0.577 -0.835 0.172 0.334 0.168 1.4994 "Down"
2004 -1.463 -0.577 -0.835 0.172 0.334 1.6484 "Down"
2004 -1.522 -1.463 -0.577 -0.835 0.172 1.8899 "Down"
2004 1.246 -1.522 -1.463 -0.577 -0.835 1.3885 "Up"
2004 -1.435 1.246 -1.522 -1.463 -0.577 1.6006 "Down"
2004 0.562 -1.435 1.246 -1.522 -1.463 1.5007 "Up"
2004 1.175 0.562 -1.435 1.246 -1.522 1.4901 "Up"
2004 -0.127 1.175 0.562 -1.435 1.246 1.3692 "Up"
2004 -1.117 -0.127 1.175 0.562 -1.435 1.4574 "Up"
2004 -1.296 -1.117 -0.127 1.175 0.562 1.4523 "Down"
2004 -0.132 -1.296 -1.117 -0.127 1.175 1.4582 "Up"
2004 -0.239 -0.132 -1.296 -1.117 -0.127 1.5278 "Down"
2004 1.637 -0.239 -0.132 -1.296 -1.117 1.4717 "Up"
2004 -0.102 1.637 -0.239 -0.132 -1.296 1.3191 "Up"
2004 1.3 -0.102 1.637 -0.239 -0.132 1.4055 "Down"
2004 0.404 1.3 -0.102 1.637 -0.239 1.3324 "Down"
2004 -0.07 0.404 1.3 -0.102 1.637 1.5607 "Up"
2004 0.529 -0.07 0.404 1.3 -0.102 1.5607 "Down"
2004 0.851 0.529 -0.07 0.404 1.3 1.6292 "Up"
2004 0.767 0.851 0.529 -0.07 0.404 1.4137 "Down"
2004 -0.209 0.767 0.851 0.529 -0.07 1.3977 "Down"
2004 -0.665 -0.209 0.767 0.851 0.529 1.4588 "Down"
2004 -0.106 -0.665 -0.209 0.767 0.851 1.1998 "Up"
2004 0.516 -0.106 -0.665 -0.209 0.767 1.1024 "Down"
2004 -1.376 0.516 -0.106 -0.665 -0.209 1.4232 "Down"
2004 -0.112 -1.376 0.516 -0.106 -0.665 1.5477 "Down"
2004 0.059 -0.112 -1.376 0.516 -0.106 1.5687 "Down"
2004 0.511 0.059 -0.112 -1.376 0.516 1.4878 "Down"
2004 0.107 0.511 0.059 -0.112 -1.376 1.1949 "Up"
2004 -1.556 0.107 0.511 0.059 -0.112 1.5085 "Down"
2004 0.531 -1.556 0.107 0.511 0.059 1.7381 "Down"
2004 1.409 0.531 -1.556 0.107 0.511 1.8267 "Down"
2004 0.059 1.409 0.531 -1.556 0.107 1.3961 "Down"
2004 -0.445 0.059 1.409 0.531 -1.556 1.2906 "Up"
2004 0.227 -0.445 0.059 1.409 0.531 1.518 "Down"
2004 -1.379 0.227 -0.445 0.059 1.409 1.8556 "Up"
2004 -0.759 -1.379 0.227 -0.445 0.059 1.859 "Down"
2004 -0.592 -0.759 -1.379 0.227 -0.445 1.6347 "Down"
2004 0.92 -0.592 -0.759 -1.379 0.227 1.5716 "Down"
2004 0.184 0.92 -0.592 -0.759 -1.379 1.6621 "Up"
2004 0.177 0.184 0.92 -0.592 -0.759 1.469 "Down"
2004 -0.672 0.177 0.184 0.92 -0.592 1.5093 "Down"
2004 -1.373 -0.672 0.177 0.184 0.92 1.6536 "Up"
2004 -1.054 -1.373 -0.672 0.177 0.184 1.9184 "Down"
2004 0.766 -1.054 -1.373 -0.672 0.177 1.5338 "Down"
2004 0.167 0.766 -1.054 -1.373 -0.672 1.6976 "Down"
2004 -0.077 0.167 0.766 -1.054 -1.373 1.4111 "Up"
2004 -0.067 -0.077 0.167 0.766 -1.054 1.3359 "Up"
2004 -1.059 -0.067 -0.077 0.167 0.766 1.4301 "Down"
2004 0.682 -1.059 -0.067 -0.077 0.167 1.353 "Down"
2004 -0.257 0.682 -1.059 -0.067 -0.077 1.5486 "Down"
2004 0.047 -0.257 0.682 -1.059 -0.067 1.211 "Down"
2004 0.401 0.047 -0.257 0.682 -1.059 1.2586 "Up"
2004 0.169 0.401 0.047 -0.257 0.682 1.2275 "Down"
2004 1.61 0.169 0.401 0.047 -0.257 1.5457 "Down"
2004 0.17 1.61 0.169 0.401 0.047 1.3694 "Down"
2004 0.569 0.17 1.61 0.169 0.401 1.4475 "Down"
2004 -0.054 0.569 0.17 1.61 0.169 1.1726 "Down"
2004 0.046 -0.054 0.569 0.17 1.61 1.238 "Up"
2004 0.338 0.046 -0.054 0.569 0.17 1.2517 "Down"
2004 -0.742 0.338 0.046 -0.054 0.569 1.2324 "Down"
2004 0.525 -0.742 0.338 0.046 -0.054 1.1153 "Down"
2004 1.596 0.525 -0.742 0.338 0.046 1.2118 "Down"
2004 0.154 1.596 0.525 -0.742 0.338 1.1903 "Down"
2004 -0.95 0.154 1.596 0.525 -0.742 1.2768 "Down"
2004 0.454 -0.95 0.154 1.596 0.525 1.1606 "Down"
2004 -0.984 0.454 -0.95 0.154 1.596 1.1794 "Up"
2004 0.597 -0.984 0.454 -0.95 0.154 1.3459 "Down"
2004 0.137 0.597 -0.984 0.454 -0.95 1.1684 "Up"
2004 -0.133 0.137 0.597 -0.984 0.454 1.2967 "Down"
2004 0.262 -0.133 0.137 0.597 -0.984 1.5006 "Up"
2004 -0.416 0.262 -0.133 0.137 0.597 1.1239 "Down"
2004 0.364 -0.416 0.262 -0.133 0.137 1.3823 "Down"
2004 0.851 0.364 -0.416 0.262 -0.133 1.4442 "Down"
2004 -0.298 0.851 0.364 -0.416 0.262 1.3949 "Down"
2004 -0.545 -0.298 0.851 0.364 -0.416 1.8129 "Down"
2004 -0.095 -0.545 -0.298 0.851 0.364 1.3546 "Down"
2004 0.251 -0.095 -0.545 -0.298 0.851 1.375 "Up"
2004 0.408 0.251 -0.095 -0.545 -0.298 1.4738 "Down"
2004 -1.043 0.408 0.251 -0.095 -0.545 1.4957 "Down"
2004 -0.315 -1.043 0.408 0.251 -0.095 1.085 "Down"
2004 -0.815 -0.315 -1.043 0.408 0.251 1.2833 "Down"
2004 0.19 -0.815 -0.315 -1.043 0.408 1.3286 "Down"
2004 -0.824 0.19 -0.815 -0.315 -1.043 1.4011 "Up"
2004 0.334 -0.824 0.19 -0.815 -0.315 1.1863 "Down"
2004 0.138 0.334 -0.824 0.19 -0.815 1.1146 "Down"
2004 0.071 0.138 0.334 -0.824 0.19 1.1997 "Down"
2004 -0.329 0.071 0.138 0.334 -0.824 1.462 "Up"
2004 -0.43 -0.329 0.071 0.138 0.334 1.4087 "Down"
2004 -0.479 -0.43 -0.329 0.071 0.138 1.4503 "Down"
2004 -0.044 -0.479 -0.43 -0.329 0.071 1.3199 "Down"
2004 0.706 -0.044 -0.479 -0.43 -0.329 1.4458 "Down"
2004 -1.334 0.706 -0.044 -0.479 -0.43 1.6795 "Down"
2004 0.271 -1.334 0.706 -0.044 -0.479 1.6808 "Down"
2004 -0.97 0.271 -1.334 0.706 -0.044 1.3375 "Down"
2004 -0.196 -0.97 0.271 -1.334 0.706 1.4134 "Down"
2004 0.993 -0.196 -0.97 0.271 -1.334 1.6108 "Up"
2004 0.054 0.993 -0.196 -0.97 0.271 1.5543 "Down"
2004 0.457 0.054 0.993 -0.196 -0.97 1.5301 "Up"
2004 0.117 0.457 0.054 0.993 -0.196 1.2982 "Down"
2004 0.445 0.117 0.457 0.054 0.993 1.276 "Up"
2004 -0.626 0.445 0.117 0.457 0.054 1.3383 "Down"
2004 -0.096 -0.626 0.445 0.117 0.457 1.3692 "Down"
2004 -1.632 -0.096 -0.626 0.445 0.117 1.3974 "Down"
2004 -1.548 -1.632 -0.096 -0.626 0.445 1.521 "Down"
2004 0.117 -1.548 -1.632 -0.096 -0.626 1.086 "Down"
2004 1.297 0.117 -1.548 -1.632 -0.096 1.2456 "Down"
2004 -0.301 1.297 0.117 -1.548 -1.632 1.4104 "Up"
2004 -1.168 -0.301 1.297 0.117 -1.548 1.4051 "Up"
2004 0.148 -1.168 -0.301 1.297 0.117 1.1751 "Down"
2004 1.366 0.148 -1.168 -0.301 1.297 1.2062 "Up"
2004 0.22 1.366 0.148 -1.168 -0.301 1.2678 "Down"
2004 1.244 0.22 1.366 0.148 -1.168 1.2825 "Up"
2004 -0.36 1.244 0.22 1.366 0.148 1.2494 "Down"
2004 0.652 -0.36 1.244 0.22 1.366 1.1999 "Up"
2004 -0.243 0.652 -0.36 1.244 0.22 1.0219 "Down"
2004 0.047 -0.243 0.652 -0.36 1.244 1.0925 "Up"
2004 0.8 0.047 -0.243 0.652 -0.36 1.1922 "Down"
2004 0.012 0.8 0.047 -0.243 0.652 1.0236 "Down"
2004 0.243 0.012 0.8 0.047 -0.243 0.8454 "Down"
2004 -0.778 0.243 0.012 0.8 0.047 0.8431 "Down"
2004 0.463 -0.778 0.243 0.012 0.8 1.1382 "Down"
2004 0.151 0.463 -0.778 0.243 0.012 1.1421 "Down"
2004 1.121 0.151 0.463 -0.778 0.243 1.1184 "Down"
2004 -0.418 1.121 0.151 0.463 -0.778 0.92417 "Down"
2004 0.689 -0.418 1.121 0.151 0.463 1.2144 "Down"
2004 -0.449 0.689 -0.418 1.121 0.151 1.2463 "Down"
2004 0.189 -0.449 0.689 -0.418 1.121 1.3713 "Up"
2004 0.495 0.189 -0.449 0.689 -0.418 1.2612 "Down"
2004 0.169 0.495 0.189 -0.449 0.689 1.2998 "Down"
2004 0.223 0.169 0.495 0.189 -0.449 1.2045 "Down"
2004 -0.705 0.223 0.169 0.495 0.189 1.256 "Down"
2004 0.279 -0.705 0.223 0.169 0.495 1.1139 "Down"
2004 0.449 0.279 -0.705 0.223 0.169 1.4226 "Down"
2004 -0.563 0.449 0.279 -0.705 0.223 1.1976 "Down"
2004 0.633 -0.563 0.449 0.279 -0.705 1.325 "Down"
2004 -1.394 0.633 -0.563 0.449 0.279 1.3799 "Down"
2004 -0.467 -1.394 0.633 -0.563 0.449 1.2863 "Down"
2004 0.158 -0.467 -1.394 0.633 -0.563 1.2554 "Down"
2004 -0.594 0.158 -0.467 -1.394 0.633 1.2635 "Down"
2004 0.593 -0.594 0.158 -0.467 -1.394 1.3966 "Up"
2004 0.427 0.593 -0.594 0.158 -0.467 1.4029 "Down"
2004 -0.02 0.427 0.593 -0.594 0.158 1.748 "Down"
2004 1.518 -0.02 0.427 0.593 -0.594 1.5822 "Down"
2004 0.324 1.518 -0.02 0.427 0.593 1.534 "Down"
2004 -0.061 0.324 1.518 -0.02 0.427 1.4184 "Down"
2004 0.667 -0.061 0.324 1.518 -0.02 1.4167 "Down"
2004 -0.998 0.667 -0.061 0.324 1.518 1.4475 "Up"
2004 -0.753 -0.998 0.667 -0.061 0.324 1.2916 "Down"
2004 0.201 -0.753 -0.998 0.667 -0.061 0.9438 "Down"
2004 -0.227 0.201 -0.753 -0.998 0.667 1.3201 "Down"
2004 -0.73 -0.227 0.201 -0.753 -0.998 1.5462 "Up"
2004 -0.93 -0.73 -0.227 0.201 -0.753 1.4895 "Down"
2004 0.445 -0.93 -0.73 -0.227 0.201 1.6451 "Down"
2004 0.525 0.445 -0.93 -0.73 -0.227 1.3733 "Down"
2004 -0.969 0.525 0.445 -0.93 -0.73 1.7375 "Up"
2004 0.039 -0.969 0.525 0.445 -0.93 1.6857 "Up"
2004 0.256 0.039 -0.969 0.525 0.445 1.673 "Down"
2004 -0.972 0.256 0.039 -0.969 0.525 1.4696 "Down"
2004 -0.086 -0.972 0.256 0.039 -0.969 1.3805 "Up"
2004 1.488 -0.086 -0.972 0.256 0.039 1.6854 "Down"
2004 1.288 1.488 -0.086 -0.972 0.256 1.7419 "Down"
2004 0.181 1.288 1.488 -0.086 -0.972 1.6282 "Up"
2004 0.245 0.181 1.288 1.488 -0.086 1.5008 "Down"
2004 0.027 0.245 0.181 1.288 1.488 1.3959 "Up"
2004 0.004 0.027 0.245 0.181 1.288 1.659 "Up"
2004 1.118 0.004 0.027 0.245 0.181 1.7675 "Down"
2004 1.616 1.118 0.004 0.027 0.245 1.7827 "Down"
2004 0.387 1.616 1.118 0.004 0.027 1.7244 "Down"
2004 -0.11 0.387 1.616 1.118 0.004 1.3587 "Down"
2004 -0.07 -0.11 0.387 1.616 1.118 1.4508 "Up"
2004 -0.101 -0.07 -0.11 0.387 1.616 1.5043 "Up"
2004 0.909 -0.101 -0.07 -0.11 0.387 1.393 "Down"
2004 0.911 0.909 -0.101 -0.07 -0.11 1.5316 "Down"
2004 -0.03 0.911 0.909 -0.101 -0.07 1.4533 "Down"
2004 -0.708 -0.03 0.911 0.909 -0.101 1.3644 "Down"
2004 0.554 -0.708 -0.03 0.911 0.909 1.6842 "Up"
2004 0.136 0.554 -0.708 -0.03 0.911 1.4567 "Up"
2004 -1.116 0.136 0.554 -0.708 -0.03 1.5266 "Down"
2004 0.59 -1.116 0.136 0.554 -0.708 1.3927 "Down"
2004 -0.025 0.59 -1.116 0.136 0.554 1.4283 "Down"
2004 0.41 -0.025 0.59 -1.116 0.136 1.1496 "Down"
2004 0.075 0.41 -0.025 0.59 -1.116 0.50458 "Up"
2004 -0.345 0.075 0.41 -0.025 0.59 1.3785 "Down"
2004 -0.403 -0.345 0.075 0.41 -0.025 1.5535 "Down"
2004 1.495 -0.403 -0.345 0.075 0.41 1.7728 "Down"
2004 -0.087 1.495 -0.403 -0.345 0.075 1.7749 "Down"
2004 0.071 -0.087 1.495 -0.403 -0.345 1.5667 "Down"
2004 -0.077 0.071 -0.087 1.495 -0.403 1.3544 "Down"
2004 -1.107 -0.077 0.071 -0.087 1.495 1.5339 "Up"
2004 0.488 -1.107 -0.077 0.071 -0.087 1.5252 "Down"
2004 0.544 0.488 -1.107 -0.077 0.071 1.6247 "Down"
2004 -0.104 0.544 0.488 -1.107 -0.077 1.4437 "Down"
2004 0.899 -0.104 0.544 0.488 -1.107 1.4361 "Up"
2004 0.392 0.899 -0.104 0.544 0.488 1.5444 "Down"
2004 0.194 0.392 0.899 -0.104 0.544 1.6958 "Down"
2004 -0.208 0.194 0.392 0.899 -0.104 1.7939 "Down"
2004 -0.749 -0.208 0.194 0.392 0.899 2.335 "Up"
2004 0.038 -0.749 -0.208 0.194 0.392 1.4228 "Down"
2004 0.904 0.038 -0.749 -0.208 0.194 1.4837 "Down"
2004 0.342 0.904 0.038 -0.749 -0.208 1.3908 "Down"
2004 0.046 0.342 0.904 0.038 -0.749 0.9561 "Down"
2004 -0.431 0.046 0.342 0.904 0.038 0.922 "Down"
2004 0.715 -0.431 0.046 0.342 0.904 0.983 "Up"
2004 -0.007 0.715 -0.431 0.046 0.342 0.9259 "Down"
2004 0.008 -0.007 0.715 -0.431 0.046 0.8298 "Down"
2005 -0.134 0.008 -0.007 0.715 -0.431 0.7869 "Down"
2005 -0.812 -0.134 0.008 -0.007 0.715 1.5108 "Down"
2005 -1.167 -0.812 -0.134 0.008 -0.007 1.721 "Down"
2005 -0.363 -1.167 -0.812 -0.134 0.008 1.7389 "Down"
2005 0.351 -0.363 -1.167 -0.812 -0.134 1.5691 "Down"
2005 -0.143 0.351 -0.363 -1.167 -0.812 1.4779 "Up"
2005 0.342 -0.143 0.351 -0.363 -1.167 1.4904 "Up"
2005 -0.61 0.342 -0.143 0.351 -0.363 1.4888 "Down"
2005 0.398 -0.61 0.342 -0.143 0.351 1.5621 "Down"
2005 -0.863 0.398 -0.61 0.342 -0.143 1.5103 "Down"
2005 0.6 -0.863 0.398 -0.61 0.342 1.3354 "Down"
2005 0.967 0.6 -0.863 0.398 -0.61 1.5968 "Down"
2005 -0.949 0.967 0.6 -0.863 0.398 1.4987 "Down"
2005 -0.778 -0.949 0.967 0.6 -0.863 1.692 "Up"
2005 -0.641 -0.778 -0.949 0.967 0.6 1.6435 "Down"
2005 -0.353 -0.641 -0.778 -0.949 0.967 1.4946 "Up"
2005 0.4 -0.353 -0.641 -0.778 -0.949 1.6104 "Up"
2005 0.484 0.4 -0.353 -0.641 -0.778 1.6359 "Up"
2005 0.041 0.484 0.4 -0.353 -0.641 1.6006 "Down"
2005 -0.272 0.041 0.484 0.4 -0.353 1.6418 "Down"
2005 0.846 -0.272 0.041 0.484 0.4 1.6798 "Down"
2005 0.689 0.846 -0.272 0.041 0.484 1.68198 "Down"
2005 0.318 0.689 0.846 -0.272 0.041 1.56174 "Down"
2005 -0.277 0.318 0.689 0.846 -0.272 1.55446 "Down"
2005 1.104 -0.277 0.318 0.689 0.846 1.64816 "Up"
2005 -0.109 1.104 -0.277 0.318 0.689 1.34727 "Down"
2005 0.048 -0.109 1.104 -0.277 0.318 1.41617 "Down"
2005 -0.858 0.048 -0.109 1.104 -0.277 1.51104 "Down"
2005 0.421 -0.858 0.048 -0.109 1.104 1.49167 "Up"
2005 0.693 0.421 -0.858 0.048 -0.109 1.5623 "Down"
2005 0.07 0.693 0.421 -0.858 0.048 1.29018 "Down"
2005 0.33 0.07 0.693 0.421 -0.858 1.52708 "Up"
2005 0.018 0.33 0.07 0.693 0.421 1.4901 "Down"
2005 -0.792 0.018 0.33 0.07 0.693 1.58012 "Down"
2005 0.07 -0.792 0.018 0.33 0.07 1.5512 "Down"
2005 -1.451 0.07 -0.792 0.018 0.33 1.74494 "Down"
2005 0.561 -1.451 0.07 -0.792 0.018 1.50109 "Down"
2005 0.789 0.561 -1.451 0.07 -0.792 1.51875 "Up"
2005 0.931 0.789 0.561 -1.451 0.07 1.52368 "Down"
2005 -0.641 0.931 0.789 0.561 -1.451 1.79548 "Up"
2005 0.566 -0.641 0.931 0.789 0.561 1.70806 "Down"
2005 -0.027 0.566 -0.641 0.931 0.789 1.56854 "Up"
2005 0.032 -0.027 0.566 -0.641 0.931 1.61624 "Up"
2005 0.962 0.032 -0.027 0.566 -0.641 1.63682 "Down"
2005 0.261 0.962 0.032 -0.027 0.566 1.48883 "Down"
2005 -0.48 0.261 0.962 0.032 -0.027 1.52309 "Down"
2005 -1.019 -0.48 0.261 0.962 0.032 1.70497 "Down"
2005 0.186 -1.019 -0.48 0.261 0.962 1.60402 "Up"
2005 -0.758 0.186 -1.019 -0.48 0.261 1.44982 "Down"
2005 0.562 -0.758 0.186 -1.019 -0.48 1.43743 "Down"
2005 -0.752 0.562 -0.758 0.186 -1.019 1.51353 "Up"
2005 -0.808 -0.752 0.562 -0.758 0.186 1.65319 "Down"
2005 0.18 -0.808 -0.752 0.562 -0.758 1.58193 "Up"
2005 -0.047 0.18 -0.808 -0.752 0.562 2.34437 "Up"
2005 -0.493 -0.047 0.18 -0.808 -0.752 1.81944 "Up"
2005 -1.02 -0.493 -0.047 0.18 -0.808 2.11447 "Up"
2005 0.07 -1.02 -0.493 -0.047 0.18 2.24687 "Up"
2005 -0.095 0.07 -1.02 -0.493 -0.047 1.72172 "Down"
2005 0.244 -0.095 0.07 -1.02 -0.493 1.74622 "Down"
2005 -0.76 0.244 -0.095 0.07 -1.02 2.22325 "Up"
2005 1.377 -0.76 0.244 -0.095 0.07 2.09711 "Up"
2005 -0.069 1.377 -0.76 0.244 -0.095 2.21423 "Up"
2005 -0.65 -0.069 1.377 -0.76 0.244 2.16869 "Up"
2005 0.273 -0.65 -0.069 1.377 -0.76 2.07977 "Up"
2005 0.448 0.273 -0.65 -0.069 1.377 1.8708 "Up"
2005 0.227 0.448 0.273 -0.65 -0.069 1.7974 "Down"
2005 0.597 0.227 0.448 0.273 -0.65 1.90062 "Up"
2005 -0.834 0.597 0.227 0.448 0.273 1.66133 "Down"
2005 0.001 -0.834 0.597 0.227 0.448 1.52531 "Down"
2005 0.555 0.001 -0.834 0.597 0.227 1.97983 "Up"
2005 -1.176 0.555 0.001 -0.834 0.597 2.04974 "Up"
2005 -1 -1.176 0.555 0.001 -0.834 2.35504 "Up"
2005 -1.672 -1 -1.176 0.555 0.001 2.68996 "Up"
2005 0.294 -1.672 -1 -1.176 0.555 2.18067 "Up"
2005 0.593 0.294 -1.672 -1 -1.176 2.1427 "Up"
2005 -1.325 0.593 0.294 -1.672 -1 2.21705 "Up"
2005 1.974 -1.325 0.593 0.294 -1.672 2.30856 "Up"
2005 -0.675 1.974 -1.325 0.593 0.294 2.04588 "Up"
2005 0.866 -0.675 1.974 -1.325 0.593 1.79503 "Down"
2005 -0.884 0.866 -0.675 1.974 -1.325 1.95974 "Up"
2005 0.395 -0.884 0.866 -0.675 1.974 2.15152 "Up"
2005 -1.138 0.395 -0.884 0.866 -0.675 2.18227 "Up"
2005 1.192 -1.138 0.395 -0.884 0.866 2.36236 "Up"
2005 0.459 1.192 -1.138 0.395 -0.884 1.98004 "Up"
2005 -0.085 0.459 1.192 -1.138 0.395 2.16702 "Up"
2005 1.247 -0.085 0.459 1.192 -1.138 2.30648 "Up"
2005 -0.257 1.247 -0.085 0.459 1.192 1.9971 "Up"
2005 -0.109 -0.257 1.247 -0.085 0.459 1.7072 "Down"
2005 0.639 -0.109 -0.257 1.247 -0.085 1.85702 "Down"
2005 -1.071 0.639 -0.109 -0.257 1.247 1.88966 "Up"
2005 0.419 -1.071 0.639 -0.109 -0.257 1.83497 "Down"
2005 -1.003 0.419 -1.071 0.639 -0.109 1.99529 "Up"
2005 -0.458 -1.003 0.419 -1.071 0.639 2.18859 "Up"
2005 1.009 -0.458 -1.003 0.419 -1.071 1.85686 "Up"
2005 0.696 1.009 -0.458 -1.003 0.419 1.88726 "Down"
2005 1.002 0.696 1.009 -0.458 -1.003 2.26632 "Up"
2005 0.466 1.002 0.696 1.009 -0.458 1.77586 "Down"
2005 -0.151 0.466 1.002 0.696 1.009 1.63175 "Up"
2005 0.385 -0.151 0.466 1.002 0.696 1.68117 "Up"
2005 0.018 0.385 -0.151 0.466 1.002 1.681 "Up"
2005 -0.34 0.018 0.385 -0.151 0.466 1.74218 "Down"
2005 0.639 -0.34 0.018 0.385 -0.151 1.65411 "Down"
2005 0.097 0.639 -0.34 0.018 0.385 1.38143 "Down"
2005 -0.607 0.097 0.639 -0.34 0.018 1.84068 "Down"
2005 0.9 -0.607 0.097 0.639 -0.34 1.8101 "Down"
2005 0.172 0.9 -0.607 0.097 0.639 1.81379 "Up"
2005 -0.687 0.172 0.9 -0.607 0.097 1.62752 "Down"
2005 0.125 -0.687 0.172 0.9 -0.607 1.54712 "Down"
2005 -0.021 0.125 -0.687 0.172 0.9 1.85137 "Up"
2005 -0.216 -0.021 0.125 -0.687 0.172 1.71549 "Down"
2005 0.524 -0.216 -0.021 0.125 -0.687 1.82412 "Up"
2005 -0.235 0.524 -0.216 -0.021 0.125 1.66418 "Down"
2005 0.226 -0.235 0.524 -0.216 -0.021 1.66135 "Down"
2005 0.257 0.226 -0.235 0.524 -0.216 1.69815 "Down"
2005 0.222 0.257 0.226 -0.235 0.524 1.84044 "Down"
2005 0.363 0.222 0.257 0.226 -0.235 1.77604 "Down"
2005 0.495 0.363 0.222 0.257 0.226 2.40737 "Up"
2005 -0.071 0.495 0.363 0.222 0.257 1.71453 "Down"
2005 -0.205 -0.071 0.495 0.363 0.222 1.7207 "Down"
2005 0.022 -0.205 -0.071 0.495 0.363 1.82325 "Down"
2005 -1.083 0.022 -0.205 -0.071 0.495 2.02992 "Up"
2005 -0.763 -1.083 0.022 -0.205 -0.071 2.4188 "Up"
2005 -0.074 -0.763 -1.083 0.022 -0.205 1.73862 "Down"
2005 0.914 -0.074 -0.763 -1.083 0.022 1.77241 "Down"
2005 -0.143 0.914 -0.074 -0.763 -1.083 1.76928 "Up"
2005 -0.71 -0.143 0.914 -0.074 -0.763 2.10949 "Up"
2005 0.261 -0.71 -0.143 0.914 -0.074 1.59382 "Down"
2005 0.883 0.261 -0.71 -0.143 0.914 1.80582 "Up"
2005 -0.834 0.883 0.261 -0.71 -0.143 1.88347 "Down"
2005 0.245 -0.834 0.883 0.261 -0.71 1.95244 "Up"
2005 1.168 0.245 -0.834 0.883 0.261 1.90081 "Down"
2005 0.625 1.168 0.245 -0.834 0.883 1.8463 "Up"
2005 0.227 0.625 1.168 0.245 -0.834 1.93201 "Up"
2005 0.088 0.227 0.625 1.168 0.245 1.8125 "Down"
2005 0.262 0.088 0.227 0.625 1.168 2.04871 "Up"
2005 0.116 0.262 0.088 0.227 0.625 1.7164 "Down"
2005 -0.553 0.116 0.262 0.088 0.227 1.5821 "Down"
2005 0.673 -0.553 0.116 0.262 0.088 2.04128 "Up"
2005 0.476 0.673 -0.553 0.116 0.262 2.06334 "Up"
2005 -0.661 0.476 0.673 -0.553 0.116 2.12984 "Up"
2005 0.541 -0.661 0.476 0.673 -0.553 1.76699 "Down"
2005 -0.377 0.541 -0.661 0.476 0.673 1.71758 "Down"
2005 0.173 -0.377 0.541 -0.661 0.476 1.93418 "Up"
2005 0.457 0.173 -0.377 0.541 -0.661 1.9458 "Up"
2005 0.56 0.457 0.173 -0.377 0.541 2.00168 "Up"
2005 -0.767 0.56 0.457 0.173 -0.377 1.7896 "Down"
2005 0.095 -0.767 0.56 0.457 0.173 1.71687 "Down"
2005 0.71 0.095 -0.767 0.56 0.457 2.04312 "Up"
2005 0.074 0.71 0.095 -0.767 0.56 1.99998 "Up"
2005 -0.737 0.074 0.71 0.095 -0.767 1.98122 "Up"
2005 -0.764 -0.737 0.074 0.71 0.095 1.93028 "Down"
2005 -0.268 -0.764 -0.737 0.074 0.71 1.80414 "Up"
2005 0.674 -0.268 -0.764 -0.737 0.074 1.89752 "Down"
2005 -0.183 0.674 -0.268 -0.764 -0.737 2.17232 "Up"
2005 0.706 -0.183 0.674 -0.268 -0.764 1.94156 "Up"
2005 -0.599 0.706 -0.183 0.674 -0.268 1.7093 "Down"
2005 0.283 -0.599 0.706 -0.183 0.674 1.56288 "Down"
2005 -1.178 0.283 -0.599 0.706 -0.183 1.82041 "Down"
2005 0.074 -1.178 0.283 -0.599 0.706 1.85915 "Up"
2005 -0.1 0.074 -1.178 0.283 -0.599 1.80817 "Down"
2005 0.057 -0.1 0.074 -1.178 0.283 1.55879 "Down"
2005 0.166 0.057 -0.1 0.074 -1.178 1.62133 "Up"
2005 -0.339 0.166 0.057 -0.1 0.074 1.67862 "Down"
2005 -0.657 -0.339 0.166 0.057 -0.1 1.9308 "Down"
2005 0.23 -0.657 -0.339 0.166 0.057 1.57111 "Down"
2005 -0.6 0.23 -0.657 -0.339 0.166 1.54109 "Down"
2005 0.596 -0.6 0.23 -0.657 -0.339 1.59945 "Down"
2005 -0.319 0.596 -0.6 0.23 -0.657 1.91647 "Up"
2005 0.986 -0.319 0.596 -0.6 0.23 2.36551 "Up"
2005 0.103 0.986 -0.319 0.596 -0.6 2.22986 "Up"
2005 -0.292 0.103 0.986 -0.319 0.596 1.64016 "Down"
2005 1.262 -0.292 0.103 0.986 -0.319 1.93209 "Down"
2005 0.241 1.262 -0.292 0.103 0.986 2.0677 "Up"
2005 -0.379 0.241 1.262 -0.292 0.103 1.95538 "Up"
2005 0.796 -0.379 0.241 1.262 -0.292 1.99256 "Up"
2005 -0.074 0.796 -0.379 0.241 1.262 1.93805 "Up"
2005 -0.754 -0.074 0.796 -0.379 0.241 2.08236 "Up"
2005 -0.328 -0.754 -0.074 0.796 -0.379 1.98675 "Up"
2005 0.046 -0.328 -0.754 -0.074 0.796 2.07934 "Up"
2005 0.829 0.046 -0.328 -0.754 -0.074 3.15247 "Up"
2005 -0.557 0.829 0.046 -0.328 -0.754 2.07654 "Up"
2005 -0.786 -0.557 0.829 0.046 -0.328 2.31925 "Up"
2005 -0.912 -0.786 -0.557 0.829 0.046 2.54815 "Up"
2005 0.365 -0.912 -0.786 -0.557 0.829 2.42472 "Up"
2005 0.055 0.365 -0.912 -0.786 -0.557 1.97302 "Up"
2005 0.028 0.055 0.365 -0.912 -0.786 2.02222 "Up"
